4,8
4,9
-4,9
-4,8

12,8
12,9
-12,9
-12,8

4,-8
4,-9
-4,-9
-4,-8

12,-8
12,-9
-12,-9
-12,-8

12,8
13,8
13,-8
12,-8

-12,8
-13,8
-13,-8
-12,-8
